age_plot,age_group,broad_archetype_tuned,player_seasons,players,survived,exited,survival_rate,exit_rate,next_year_survival_rate,gap_return_rate,reduced_role_rate,avg_age,avg_pa,avg_xwoba,avg_ev_p90,avg_chase_rate,avg_whiff_rate,small_cell
22,22 and under,Complete,4,3,4,0,1,0,1,0,0,21,1051.25,0.3879129645634029,104.6075,0.2627546690591537,0.19279859672760788,TRUE
22,22 and under,Contact/discipline-based,46,41,38,8,0.8260869565217391,0.17391304347826086,0.782608695652174,0.043478260869565216,0.043478260869565216,21.695652173913043,718.0869565217391,0.29444811830151796,99.70934782608695,0.2832504820365845,0.1843970017479369,FALSE
22,22 and under,Low offensive profile,40,33,32,8,0.8,0.19999999999999996,0.75,0.05,0.025,21.625,592.225,0.2590823511157779,99.84775,0.3344139975558671,0.30524876070720997,FALSE
22,22 and under,Middle-profile,15,14,12,3,0.8,0.19999999999999996,0.6666666666666666,0.13333333333333333,0.06666666666666667,21.733333333333334,729.2666666666667,0.2929356857783311,101.2,0.25138339551067,0.2504518051886267,FALSE
22,22 and under,Power-based,53,44,40,13,0.7547169811320755,0.24528301886792447,0.6792452830188679,0.07547169811320754,0.05660377358490566,21.62264150943396,1171.9245283018868,0.33767792443212374,105.09622641509434,0.28822942290975856,0.2828305281623698,FALSE
23,23,Complete,9,9,8,1,0.8888888888888888,0.11111111111111116,0.8888888888888888,0,0,23,1850,0.3691903630395548,104.67777777777778,0.2579376724157512,0.17596552449183334,TRUE
23,23,Contact/discipline-based,62,62,50,12,0.8064516129032258,0.19354838709677424,0.7903225806451613,0.016129032258064516,0.03225806451612903,23,782.6612903225806,0.2806477103454581,99.58274193548387,0.2854892049012185,0.18795242727392178,FALSE
23,23,Low offensive profile,52,52,42,10,0.8076923076923077,0.1923076923076923,0.75,0.057692307692307696,0.11538461538461539,23,783.0576923076923,0.26884672873766513,100.66461538461539,0.33021194621149486,0.29627544099683745,FALSE
23,23,Middle-profile,23,23,17,6,0.7391304347826086,0.26086956521739135,0.7391304347826086,0,0.13043478260869565,23,883.9130434782609,0.2807284491332515,100.93086956521739,0.24547734892125067,0.25426449514005756,FALSE
23,23,Power-based,51,51,43,8,0.8431372549019608,0.1568627450980392,0.7843137254901961,0.058823529411764705,0,23,1273.3725490196077,0.33507256616659437,104.94823529411765,0.2875965087319668,0.2900796304277649,FALSE
24,24,Complete,14,14,13,1,0.9285714285714286,0.0714285714285714,0.8571428571428571,0.07142857142857142,0.07142857142857142,24,1748,0.36800874963656216,104.28,0.23215474227791805,0.1863319013470351,FALSE
24,24,Contact/discipline-based,86,86,72,14,0.8372093023255814,0.16279069767441856,0.7674418604651163,0.06976744186046512,0.06976744186046512,24,972.9069767441861,0.29493553465457006,99.78290697674419,0.2858664606266706,0.1850323789073186,FALSE
24,24,Low offensive profile,101,101,84,17,0.8316831683168316,0.16831683168316836,0.7326732673267327,0.09900990099009901,0.1188118811881188,24,659.9306930693069,0.26353694814833406,100.51881188118813,0.3286004755525793,0.30414347674928205,FALSE
24,24,Middle-profile,35,35,25,10,0.7142857142857143,0.2857142857142857,0.6857142857142857,0.02857142857142857,0.02857142857142857,24,955.5714285714286,0.2905181568546457,101.05457142857144,0.2522379085650295,0.25754302389481887,FALSE
24,24,Power-based,121,121,103,18,0.8512396694214877,0.14876033057851235,0.8264462809917356,0.024793388429752067,0.024793388429752067,24,1143.7520661157025,0.3329318519939317,104.37413223140496,0.28485714441754306,0.28559287194581423,FALSE
25,25,Complete,16,16,15,1,0.9375,0.0625,0.9375,0,0,25,1705.625,0.3604149678238648,104.46625,0.2574708267115138,0.1853009411406452,FALSE
25,25,Contact/discipline-based,145,145,114,31,0.7862068965517242,0.21379310344827585,0.7448275862068966,0.041379310344827586,0.05517241379310345,25,1030.7310344827586,0.2935497208313223,99.6411724137931,0.2813601623258082,0.18641164312460767,FALSE
25,25,Low offensive profile,117,117,82,35,0.7008547008547008,0.2991452991452992,0.6324786324786325,0.06837606837606838,0.1794871794871795,25,720.5042735042736,0.26420628642935917,100.84581196581196,0.3228996225505531,0.30972906789326266,FALSE
25,25,Middle-profile,55,55,47,8,0.8545454545454545,0.1454545454545455,0.8181818181818182,0.03636363636363636,0.05454545454545454,25,1088.8181818181818,0.28982333418078815,100.44618181818183,0.253902409114612,0.24269482075701987,FALSE
25,25,Power-based,135,135,117,18,0.8666666666666667,0.1333333333333333,0.837037037037037,0.02962962962962963,0.044444444444444446,25,1260.8666666666666,0.3275773348156685,104.25074074074074,0.2842136144971157,0.28831260810620796,FALSE
26,26,Complete,28,28,24,4,0.8571428571428571,0.1428571428571429,0.8214285714285714,0.03571428571428571,0,26,1997.9285714285713,0.36642540623431863,104.56,0.24482215922344658,0.1863279434016471,FALSE
26,26,Contact/discipline-based,169,169,131,38,0.7751479289940828,0.2248520710059172,0.7337278106508875,0.04142011834319527,0.07100591715976332,26,1028.9526627218936,0.29160869612423823,99.63094674556213,0.29039886961145356,0.18717673984885183,FALSE
26,26,Low offensive profile,139,139,96,43,0.6906474820143885,0.3093525179856115,0.6402877697841727,0.050359712230215826,0.14388489208633093,26,616.0791366906475,0.2607887524503424,100.04309352517986,0.32098375445773797,0.3069709175107402,FALSE
26,26,Middle-profile,69,69,53,16,0.7681159420289855,0.23188405797101452,0.7246376811594203,0.043478260869565216,0.043478260869565216,26,947.072463768116,0.28302195388462714,100.44057971014493,0.24762081644707348,0.2511791943903418,FALSE
26,26,Power-based,137,137,114,23,0.8321167883211679,0.16788321167883213,0.8102189781021898,0.021897810218978103,0.051094890510948905,26,1272.963503649635,0.33841491837711324,104.80277372262773,0.28832288527416966,0.29156969241917363,FALSE
27,27,Complete,19,19,19,0,1,0,1,0,0,27,1782.578947368421,0.3676891227359293,104.30421052631579,0.24619021195927673,0.18570286034943417,FALSE
27,27,Contact/discipline-based,162,162,128,34,0.7901234567901234,0.2098765432098766,0.7530864197530864,0.037037037037037035,0.05555555555555555,27,1177.5,0.29156747674191574,99.67234567901235,0.2893961413562926,0.18391766435755252,FALSE
27,27,Low offensive profile,143,143,90,53,0.6293706293706294,0.3706293706293706,0.5804195804195804,0.04895104895104895,0.16083916083916083,27,638.8811188811189,0.26001157811238595,100.60125874125875,0.31763037647969244,0.3121005532585859,FALSE
27,27,Middle-profile,60,60,40,20,0.6666666666666666,0.33333333333333337,0.6333333333333333,0.03333333333333333,0.11666666666666667,27,906.5,0.2844446516650098,100.58,0.2612010379389336,0.25411222518710797,FALSE
27,27,Power-based,156,156,127,29,0.8141025641025641,0.1858974358974359,0.782051282051282,0.03205128205128205,0.057692307692307696,27,1289.6089743589744,0.33473625531984513,104.47057692307692,0.2838085256726523,0.28198338076898916,FALSE
28,28,Complete,20,20,19,1,0.95,0.050000000000000044,0.95,0,0,28,1694.05,0.3607072858419088,104.719,0.24866450815218505,0.18452386676176358,FALSE
28,28,Contact/discipline-based,163,163,116,47,0.7116564417177914,0.2883435582822086,0.6625766871165644,0.049079754601226995,0.08588957055214724,28,1213.4723926380368,0.2972383002678311,100.0078527607362,0.28683716192216463,0.1821879399480704,FALSE
28,28,Low offensive profile,130,130,81,49,0.6230769230769231,0.3769230769230769,0.5692307692307692,0.05384615384615385,0.1,28,662.4846153846154,0.25901570806537866,100.60815384615385,0.32229780043227474,0.3057109177903132,FALSE
28,28,Middle-profile,61,61,38,23,0.6229508196721312,0.3770491803278688,0.5737704918032787,0.04918032786885246,0.14754098360655737,28,821.1967213114754,0.28406350271521974,100.0511475409836,0.256460928741856,0.254197127728955,FALSE
28,28,Power-based,147,147,120,27,0.8163265306122449,0.18367346938775508,0.7891156462585034,0.027210884353741496,0.047619047619047616,28,1309.4421768707482,0.33840057844266064,104.35455782312926,0.2709213371159087,0.27711230294592737,FALSE
29,29,Complete,22,22,18,4,0.8181818181818182,0.18181818181818177,0.8181818181818182,0,0.045454545454545456,29,1697.4545454545455,0.36822849122995005,104.135,0.2450983979139409,0.1923480411116386,FALSE
29,29,Contact/discipline-based,146,146,102,44,0.6986301369863014,0.3013698630136986,0.636986301369863,0.06164383561643835,0.1095890410958904,29,1078.541095890411,0.2940609306859322,99.82027397260273,0.28685676148801115,0.1817511073979013,FALSE
29,29,Low offensive profile,97,97,62,35,0.6391752577319587,0.3608247422680413,0.5876288659793815,0.05154639175257732,0.09278350515463918,29,720.9381443298969,0.26516256833159413,100.46546391752578,0.3201393226438929,0.2892634337298332,FALSE
29,29,Middle-profile,50,50,30,20,0.6,0.4,0.54,0.06,0.14,29,937.16,0.28723500035553945,100.3728,0.2557465087166308,0.2525122543323005,FALSE
